Date	A Term	A Count	B Term	B Count	AB Count	AB PMIDS	AB Pred Score	AB Pvalue	AB Sort Ratio	Total_count
2001	scrapie	2189	protein&infection	29020	174	[6801762, 8552188, 1968466, 11507642, 3079955, 11470893, 6685822, 3096712, 11743735, 8727908, 3138115, 2562814, 3112607, 6431296, 9846583, 10985358, 9288968, 8154865, 9391131, 2505674, 8790598, 11283677, 11533195, 9519840, 1671170, 9427256, 10756052, 8807814, 11278562, 11238871, 11353827, 8760444, 10623745, 8520720, 1679911, 11483499, 1348570, 10097160, 8139024, 3529083, 7576660, 10878556, 11258721, 11581378, 11701772, 2566212, 10950992, 10708451, 2899175, 10327187, 1704414, 11798244, 9152440, 1968104, 7912827, 2420924, 7708753, 2875123, 1674826, 8758005, 7782103, 10580068, 7761460, 2866955, 7820594, 10792029, 1480316, 8030941, 9371634, 7770120, 11333913, 2878092, 10840277, 1983782, 9160894, 9292029, 9500966, 2895800, 8350771, 1531331, 9853120, 7915757, 7788281, 1672447, 11416905, 7933137, 2509571, 8592050, 1972202, 3554880, 2120561, 8920821, 10871547, 8270103, 2908139, 11119579, 1681406, 2872607, 9718137, 9804380]	0.6682207186583116	4.945727500982806e-210	0.005995864920744314	14520778
2001	scrapie	2189	virus infection|viral infectious particle|viral infection	30989	13	[4961240, 1348570, 4207308, 6272148, 3963585, 566770, 7357057, 173381, 8017235, 11735309, 3136063, 6273667, 1811184]	0.010565058293033532	0.001104211035988711	0.00041950369485946624	14520778
2002	scrapie	2341	protein&infection	31916	201	[6801762, 8552188, 1968466, 11507642, 3079955, 12388826, 11470893, 6685822, 3096712, 11743735, 8727908, 3138115, 2562814, 3112607, 6431296, 9846583, 10985358, 9288968, 11867531, 8154865, 9391131, 2505674, 8790598, 11283677, 11533195, 11814318, 9519840, 1671170, 9427256, 10756052, 8807814, 11278562, 11238871, 11353827, 8760444, 10623745, 8520720, 1679911, 11483499, 1348570, 10097160, 8139024, 3529083, 7576660, 10878556, 11258721, 12064252, 11581378, 11701772, 2566212, 10950992, 11792852, 10708451, 2899175, 10327187, 11937020, 1704414, 11798244, 12368333, 9152440, 1968104, 7912827, 2420924, 7708753, 2875123, 1674826, 8758005, 11807242, 7782103, 11784696, 12012094, 10580068, 7761460, 2866955, 7820594, 10792029, 1480316, 8030941, 9371634, 12435392, 7770120, 11333913, 2878092, 10840277, 1983782, 12372829, 9160894, 9292029, 9500966, 2895800, 12424693, 8350771, 1531331, 12414979, 9853120, 7915757, 7788281, 12443734, 12414965, 1672447]	0.7755893652824105	2.2079370272762577e-244	0.006297781676901868	15096257
2002	scrapie	2341	virus infection|viral infectious particle|viral infection	32930	13	[4961240, 1348570, 4207308, 6272148, 3963585, 566770, 7357057, 173381, 8017235, 11735309, 3136063, 6273667, 1811184]	0.009448742639589475	0.0023810264439350815	0.0003947767992711813	15096257
2003	scrapie	2496	protein&infection	34995	225	[6801762, 8552188, 14593181, 1968466, 11507642, 3079955, 12388826, 11470893, 6685822, 3096712, 11743735, 8727908, 3138115, 2562814, 3112607, 6431296, 9846583, 10985358, 9288968, 11867531, 8154865, 9391131, 2505674, 8790598, 11283677, 11533195, 12970413, 11814318, 9519840, 1671170, 9427256, 10756052, 8807814, 11278562, 11238871, 11353827, 8760444, 10623745, 8520720, 1679911, 11483499, 1348570, 10097160, 8139024, 3529083, 7576660, 10878556, 11258721, 12064252, 11581378, 12768004, 11701772, 2566212, 10950992, 11792852, 10708451, 2899175, 10327187, 11937020, 1704414, 12692301, 11798244, 12368333, 9152440, 12664293, 1968104, 12525634, 7912827, 2420924, 12505623, 7708753, 2875123, 1674826, 8758005, 11807242, 12655107, 7782103, 11784696, 12012094, 10580068, 14659690, 7761460, 2866955, 7820594, 10792029, 12933795, 1480316, 8030941, 9371634, 12435392, 7770120, 11333913, 12776740, 2878092, 10840277, 1983782, 12372829, 9160894, 9292029, 9500966]	0.8655230825923297	2.7498704752384667e-273	0.006429489927132447	15725045
2003	scrapie	2496	virus infection|viral infectious particle|viral infection	34963	14	[4961240, 1348570, 4207308, 6272148, 3963585, 566770, 7357057, 173381, 8017235, 11735309, 12596663, 3136063, 6273667, 1811184]	0.009843216189165584	0.0018008698036819763	0.00040042330463632985	15725045
2004	scrapie	2689	protein&infection	38332	264	[6801762, 15210972, 8552188, 14593181, 1968466, 11507642, 3079955, 12388826, 11470893, 6685822, 3096712, 11743735, 8727908, 3138115, 2562814, 3112607, 6431296, 9846583, 10985358, 9288968, 11867531, 8154865, 9391131, 2505674, 8790598, 11283677, 11533195, 12970413, 11814318, 9519840, 1671170, 9427256, 10756052, 15113880, 8807814, 11278562, 11238871, 11353827, 8760444, 10623745, 8520720, 1679911, 11483499, 1348570, 10097160, 8139024, 3529083, 7576660, 10878556, 11258721, 12064252, 15302195, 11581378, 12768004, 11701772, 15302929, 2566212, 10950992, 11792852, 10708451, 2899175, 10327187, 11937020, 15004040, 1704414, 12692301, 11798244, 14745700, 12368333, 9152440, 12664293, 1968104, 12525634, 7912827, 2420924, 12505623, 7708753, 2875123, 1674826, 8758005, 11807242, 15601934, 12655107, 7782103, 11784696, 12012094, 10580068, 14659690, 7761460, 2866955, 7820594, 15302966, 10792029, 12933795, 1480316, 8030941, 9371634, 12435392, 7770120, 11333913]	1.0232307959503688	0.0	0.006887196076385265	16370140
2004	scrapie	2689	virus infection|viral infectious particle|viral infection	37153	14	[4961240, 1348570, 4207308, 6272148, 3963585, 566770, 7357057, 173381, 8017235, 11735309, 12596663, 3136063, 6273667, 1811184]	0.008642244344154813	0.004147243047076577	0.00037682017602885364	16370140
2005	scrapie	2868	protein&infection	41933	294	[6801762, 15210972, 8552188, 14593181, 1968466, 11507642, 3079955, 12388826, 11470893, 6685822, 3096712, 11743735, 8727908, 3138115, 2562814, 3112607, 6431296, 9846583, 10985358, 9288968, 11867531, 8154865, 9391131, 2505674, 8790598, 11283677, 11533195, 12970413, 11814318, 9519840, 1671170, 9427256, 10756052, 15772339, 15113880, 8807814, 11278562, 11238871, 11353827, 8760444, 10623745, 15965195, 8520720, 1679911, 11483499, 1348570, 15668247, 10097160, 8139024, 3529083, 7576660, 10878556, 11258721, 12064252, 15302195, 11581378, 12768004, 15917460, 11701772, 15302929, 2566212, 10950992, 11792852, 10708451, 2899175, 10327187, 11937020, 15004040, 1704414, 12692301, 11798244, 14745700, 12368333, 9152440, 12664293, 1968104, 12525634, 7912827, 2420924, 12505623, 7708753, 2875123, 1674826, 8758005, 11807242, 16192638, 15601934, 15878645, 12655107, 7782103, 11784696, 12012094, 10580068, 14659690, 7761460, 2866955, 7820594, 15302966, 10792029, 12933795]	1.0236504887292994	0.0	0.007011184508620896	17025946
2005	scrapie	2868	virus infection|viral infectious particle|viral infection	39427	14	[4961240, 1348570, 4207308, 6272148, 3963585, 566770, 7357057, 173381, 8017235, 11735309, 12596663, 3136063, 6273667, 1811184]	0.007624343595883003	0.008374056324226928	0.0003550866157709184	17025946
